timestamp,sensor_id,sensor_type,district,edge_node,priority,reading,network_delay_ms,event_label,missing_flag,rolling_mean,rolling_std,z_score,minute_of_day,is_peak_hour,batch_bucket,pred_event,messages_sent_to_cloud,edge_compute_ms,cloud_compute_ms,estimated_latency_ms,method
2026-01-01 00:51:00,S0000,energy,residential,edge_residential,1,77.5252392560458,62.533178353434145,0,0,83.40248640032085,30.753358301079246,-0.1911091106092207,51,0,2026-01-01 00:45:00,0,1,0.0,33.0,540390.7331783534,cloud_only_batch_etl
2026-01-01 00:52:00,S0000,energy,residential,edge_residential,1,76.49371163736136,71.90544381955092,0,0,84.31846084037792,30.35542270797615,-0.25777104211398455,52,0,2026-01-01 00:45:00,0,1,0.0,33.0,480400.10544381954,cloud_only_batch_etl
2026-01-01 00:53:00,S0000,energy,residential,edge_residential,1,67.23595087139408,100.08832255467873,0,0,83.66383819607691,30.67677144800034,-0.5355155061546795,53,0,2026-01-01 00:45:00,0,1,0.0,33.0,420428.28832255467,cloud_only_batch_etl
2026-01-01 00:54:00,S0000,energy,residential,edge_residential,1,73.02659254614352,63.57025981661624,0,0,82.33342998173481,30.836338369278582,-0.3018139515244615,54,0,2026-01-01 00:45:00,0,1,0.0,33.0,360391.7702598166,cloud_only_batch_etl
2026-01-01 00:55:00,S0000,energy,residential,edge_residential,1,73.77700947686144,66.19537162104932,0,0,82.917529355244,30.5876390257014,-0.29883050378199166,55,0,2026-01-01 00:45:00,0,1,0.0,33.0,300394.39537162107,cloud_only_batch_etl
2026-01-01 00:56:00,S0000,energy,residential,edge_residential,1,67.30192070170035,97.6949886702981,0,0,82.72303567565459,30.690234851508272,-0.5024762614587844,56,0,2026-01-01 00:45:00,0,1,0.0,33.0,240425.8949886703,cloud_only_batch_etl
2026-01-01 00:57:00,S0000,energy,residential,edge_residential,1,75.25133399948108,97.29305140950294,0,0,82.81946408125361,30.662286142674066,-0.24682209929603177,57,0,2026-01-01 00:45:00,0,1,0.0,33.0,180425.49305140952,cloud_only_batch_etl
2026-01-01 00:58:00,S0000,energy,residential,edge_residential,1,68.60796119775736,72.52370679221103,0,0,82.07258468995529,30.934530374022927,-0.43526191909617096,58,0,2026-01-01 00:45:00,0,1,0.0,33.0,120400.72370679221,cloud_only_batch_etl
2026-01-01 00:59:00,S0000,energy,residential,edge_residential,1,79.65142947058516,57.64473171254416,0,0,73.08821613848824,4.326673495497647,1.5169186725108683,59,0,2026-01-01 00:45:00,0,1,0.0,33.0,60385.84473171254,cloud_only_batch_etl
2026-01-01 01:00:00,S0000,energy,residential,edge_residential,1,75.03876115216823,49.005103534745864,0,0,73.39099103094983,4.3487988515269755,0.3789022667115447,60,0,2026-01-01 01:00:00,0,1,0.0,33.0,900377.2051035347,cloud_only_batch_etl
2026-01-01 01:01:00,S0000,energy,residential,edge_residential,1,74.48130713148393,66.02019746179792,0,0,73.08659781849364,4.1282050389682015,0.3378487652566098,61,0,2026-01-01 01:00:00,0,1,0.0,33.0,840394.2201974618,cloud_only_batch_etl
2026-01-01 01:02:00,S0000,energy,residential,edge_residential,1,70.4624055240362,35.389421954569414,0,0,72.48346720716113,4.014127646674509,-0.5034870232171728,62,0,2026-01-01 01:00:00,0,1,0.0,33.0,780363.5894219545,cloud_only_batch_etl
2026-01-01 01:03:00,S0000,energy,residential,edge_residential,1,73.35994780470996,94.9963976381983,0,0,73.09586690049272,3.5668293354490705,0.07403797752661806,63,0,2026-01-01 01:00:00,0,1,0.0,33.0,720423.1963976382,cloud_only_batch_etl
2026-01-01 01:04:00,S0000,energy,residential,edge_residential,1,62.14808257981265,67.39938600390883,0,0,72.00801590385963,4.972317012567159,-1.9829651480711288,64,0,2026-01-01 01:00:00,0,1,0.0,33.0,660395.5993860039,cloud_only_batch_etl
2026-01-01 01:05:00,S0000,energy,residential,edge_residential,1,67.40899038732653,89.62587328490277,0,0,71.37121399490616,5.125989974728096,-0.7729673398010233,65,0,2026-01-01 01:00:00,0,1,0.0,33.0,600417.8258732848,cloud_only_batch_etl
2026-01-01 01:06:00,S0000,energy,residential,edge_residential,1,76.43726896569137,117.36649775202667,0,0,72.28474882130524,5.134223572801154,0.8087920747340002,66,0,2026-01-01 01:00:00,0,1,0.0,33.0,540445.566497752,cloud_only_batch_etl
2026-01-01 01:07:00,S0000,energy,residential,edge_residential,1,61.551541771078476,103.45991414265728,0,0,70.91476959846499,6.008095839162817,-1.5584349051023625,67,0,2026-01-01 01:00:00,0,1,0.0,33.0,480431.6599141427,cloud_only_batch_etl
2026-01-01 01:08:00,S0000,energy,residential,edge_residential,1,79.46522669972803,56.977303241060184,0,0,72.00049614866205,6.5053471231836575,1.1474759551242606,68,0,2026-01-01 01:00:00,0,1,0.0,33.0,420385.1773032411,cloud_only_batch_etl
2026-01-01 01:09:00,S0000,energy,residential,edge_residential,1,63.97154477239012,97.38497972953388,0,0,70.43250767884254,6.344002170284618,-1.0184362669797589,69,0,2026-01-01 01:00:00,0,1,0.0,33.0,360425.58497972955,cloud_only_batch_etl
2026-01-01 01:10:00,S0000,energy,residential,edge_residential,1,79.0510180085497,103.15714055032875,0,0,70.83373336448071,6.779614874048436,1.2120575555797763,70,0,2026-01-01 01:00:00,0,1,0.0,33.0,300431.35714055033,cloud_only_batch_etl
2026-01-01 01:11:00,S0000,energy,residential,edge_residential,1,69.49998228814421,65.07286963807816,0,0,70.33560088014673,6.663843888995974,-0.12539586468802383,71,0,2026-01-01 01:00:00,0,1,0.0,33.0,240393.27286963808,cloud_only_batch_etl
2026-01-01 01:12:00,S0000,energy,residential,edge_residential,1,79.30920142167898,60.93406153855992,0,0,71.220280469911,7.2444935862273345,1.1165611148562382,72,0,2026-01-01 01:00:00,0,1,0.0,33.0,180389.13406153859,cloud_only_batch_etl
2026-01-01 01:13:00,S0000,energy,residential,edge_residential,1,75.48316434276505,77.80616205322917,0,0,71.43260212371652,7.344592747586388,0.5515025552474762,73,0,2026-01-01 01:00:00,0,1,0.0,33.0,120406.00616205322,cloud_only_batch_etl
2026-01-01 01:14:00,S0000,energy,residential,edge_residential,1,65.53856020432745,47.97153300967637,0,0,71.77164988616799,6.93521830774903,-0.8987588431235376,74,0,2026-01-01 01:00:00,0,1,0.0,33.0,60376.17153300967,cloud_only_batch_etl
2026-01-01 01:15:00,S0000,energy,residential,edge_residential,1,82.31648447689815,109.41469898603106,0,0,73.26239929512516,7.47449498424253,1.2113305299595443,75,0,2026-01-01 01:15:00,0,1,0.0,33.0,900437.6146989859,cloud_only_batch_etl
2026-01-01 01:16:00,S0000,energy,residential,edge_residential,1,83.53376524999302,31.89272413939019,0,0,73.97204892355532,8.11855086020506,1.1777613164370664,76,0,2026-01-01 01:15:00,0,1,0.0,33.0,840360.0927241393,cloud_only_batch_etl
2026-01-01 01:17:00,S0000,energy,residential,edge_residential,1,74.55053024294057,57.86385168515879,0,0,75.27194777074153,6.850515675728479,-0.10530848430118611,77,0,2026-01-01 01:15:00,0,1,0.0,33.0,780386.0638516851,cloud_only_batch_etl
2026-01-01 01:18:00,S0000,energy,residential,edge_residential,1,73.36360525547265,74.60869671981663,0,0,74.66178562631599,6.705729637697203,-0.193592680795354,78,0,2026-01-01 01:15:00,0,1,0.0,33.0,720402.8086967198,cloud_only_batch_etl
2026-01-01 01:19:00,S0000,energy,residential,edge_residential,1,74.10954897422609,75.45825817338634,0,0,75.67558604649959,5.582184883382099,-0.2805419068783646,79,0,2026-01-01 01:15:00,0,1,0.0,33.0,660403.6582581734,cloud_only_batch_etl
2026-01-01 01:20:00,S0000,energy,residential,edge_residential,1,69.27938821321254,83.32248346285249,0,0,74.69842306696587,5.777508339882837,-0.9379534562315783,80,0,2026-01-01 01:15:00,0,1,0.0,33.0,600411.5224834628,cloud_only_batch_etl
2026-01-01 01:21:00,S0000,energy,residential,edge_residential,1,81.78327641470389,85.42897137349674,0,0,75.92675247962184,5.854721290688981,1.0003077249959296,81,0,2026-01-01 01:15:00,0,1,0.0,33.0,540413.6289713734,cloud_only_batch_etl
2026-01-01 01:22:00,S0000,energy,residential,edge_residential,1,81.78327641470389,75.72775970749103,0,1,76.17415997892434,6.062138049440568,0.9252701711448174,82,0,2026-01-01 01:15:00,0,1,0.0,33.0,480403.9277597075,cloud_only_batch_etl
2026-01-01 01:23:00,S0000,energy,residential,edge_residential,1,75.00722309381567,102.73772637539884,0,0,76.1265658540294,6.070029052572489,-0.1844048135707906,83,0,2026-01-01 01:15:00,0,1,0.0,33.0,420430.9377263754,cloud_only_batch_etl
2026-01-01 01:24:00,S0000,energy,residential,edge_residential,1,70.61574082396126,37.21247660725611,0,0,76.63428391599277,5.241848983168829,-1.1481715637335252,84,0,2026-01-01 01:15:00,0,1,0.0,33.0,360365.41247660725,cloud_only_batch_etl
2026-01-01 01:25:00,S0000,energy,residential,edge_residential,1,71.68013197593436,79.99670972166079,0,0,75.5706486658964,5.035825493837895,-0.772567659891119,85,0,2026-01-01 01:15:00,0,1,0.0,33.0,300408.1967097217,cloud_only_batch_etl
2026-01-01 01:26:00,S0000,energy,residential,edge_residential,1,67.83116749095745,65.70831176569205,0,0,74.00038888999283,4.714835111133595,-1.3084699560324917,86,0,2026-01-01 01:15:00,0,1,0.0,33.0,240393.9083117657,cloud_only_batch_etl
2026-01-01 01:27:00,S0000,energy,residential,edge_residential,1,83.10077744493393,82.65026870286972,0,0,74.85541361019217,5.530428702970528,1.4909083520784954,87,0,2026-01-01 01:15:00,0,1,0.0,33.0,180410.8502687029,cloud_only_batch_etl
2026-01-01 01:28:00,S0000,energy,residential,edge_residential,1,74.69457346200262,84.41519675892557,0,0,74.98851043084517,5.506501253540033,-0.05337997794399839,88,0,2026-01-01 01:15:00,0,1,0.0,33.0,120412.61519675892,cloud_only_batch_etl
2026-01-01 01:29:00,S0000,energy,residential,edge_residential,1,81.47525897265936,61.76342247010422,0,0,75.7250814306885,5.857321814253273,0.9817074667590989,89,0,2026-01-01 01:15:00,0,1,0.0,33.0,60389.9634224701,cloud_only_batch_etl
2026-01-01 01:30:00,S0000,energy,residential,edge_residential,1,75.82019906695592,67.18102006929016,0,0,76.37916251606285,5.405324896906067,-0.10340975914641318,90,0,2026-01-01 01:30:00,0,1,0.0,33.0,900395.3810200692,cloud_only_batch_etl
2026-01-01 01:31:00,S0000,energy,residential,edge_residential,1,71.63424325833496,95.85173446503688,0,0,75.36425920042595,5.227782188589244,-0.7134985915698541,91,0,2026-01-01 01:30:00,0,1,0.0,33.0,840424.0517344649,cloud_only_batch_etl
2026-01-01 01:32:00,S0000,energy,residential,edge_residential,1,73.9008553673256,86.98112537301971,0,0,74.57601709568812,4.72219195956356,-0.14297631082506876,92,0,2026-01-01 01:30:00,0,1,0.0,33.0,780415.181125373,cloud_only_batch_etl
2026-01-01 01:33:00,S0000,energy,residential,edge_residential,1,72.55977154274662,66.39503126795044,0,0,74.33127194058122,4.760627616585316,-0.37211480678475084,93,0,2026-01-01 01:30:00,0,1,0.0,33.0,720394.5950312678,cloud_only_batch_etl
2026-01-01 01:34:00,S0000,energy,residential,edge_residential,1,72.55977154274662,120.79781918683885,0,1,74.52567501245974,4.629942336712578,-0.4246063778199468,94,0,2026-01-01 01:30:00,0,1,0.0,33.0,660448.9978191868,cloud_only_batch_etl
2026-01-01 01:35:00,S0000,energy,residential,edge_residential,1,73.78959930981934,126.18355296990164,0,0,74.73662174584824,4.532928920632738,-0.20892059939384863,95,0,2026-01-01 01:30:00,0,1,0.0,33.0,600454.3835529699,cloud_only_batch_etl
2026-01-01 01:36:00,S0000,energy,residential,edge_residential,1,74.30151935048622,50.750750420792905,0,0,75.38365693180113,3.8477189736983886,-0.2812412516274595,96,0,2026-01-01 01:30:00,0,1,0.0,33.0,540378.9507504208,cloud_only_batch_etl
2026-01-01 01:37:00,S0000,energy,residential,edge_residential,1,67.8893346843867,86.03589920600686,0,0,73.8625126557464,3.4434573961703716,-1.7346450237362383,97,0,2026-01-01 01:30:00,0,1,0.0,33.0,480414.235899206,cloud_only_batch_etl
2026-01-01 01:38:00,S0000,energy,residential,edge_residential,1,71.37932307411687,130.17988871264782,0,0,73.53098761695783,3.5133302712309895,-0.6124285974567575,98,0,2026-01-01 01:30:00,0,1,0.0,33.0,420458.37988871266,cloud_only_batch_etl
2026-01-01 01:39:00,S0000,energy,residential,edge_residential,1,86.20424135586403,95.67797258369785,0,0,74.0038858552783,4.788353833026614,2.5479221833011385,99,0,2026-01-01 01:30:00,1,1,0.0,33.0,360423.8779725837,cloud_only_batch_etl
2026-01-01 01:40:00,S0000,energy,residential,edge_residential,1,72.31187462860021,84.42120285825092,0,0,73.65305341144271,4.768974571169593,-0.28122995448969773,100,0,2026-01-01 01:30:00,0,1,0.0,33.0,300412.6212028583,cloud_only_batch_etl
2026-01-01 01:41:00,S0000,energy,residential,edge_residential,1,70.07396837278094,75.83886333281134,0,0,73.49702592288732,4.866882137376071,-0.7033367051323701,101,0,2026-01-01 01:30:00,0,1,0.0,33.0,240404.03886333283,cloud_only_batch_etl
2026-01-01 01:42:00,S0000,energy,residential,edge_residential,1,78.48162444757465,69.17611428246559,0,0,73.95510283091221,5.118199285636995,0.8843971247793948,102,0,2026-01-01 01:30:00,0,1,0.0,33.0,180397.37611428247,cloud_only_batch_etl
2026-01-01 01:43:00,S0000,energy,residential,edge_residential,1,84.96031205840548,75.74970594760528,0,0,75.1951568824781,6.142330498512158,1.5898124642560834,103,0,2026-01-01 01:30:00,0,1,0.0,33.0,120403.9497059476,cloud_only_batch_etl
2026-01-01 01:44:00,S0000,energy,residential,edge_residential,1,67.85142138694894,68.98541175183725,0,0,74.72432186689834,6.534713753800946,-1.0517521787698139,104,0,2026-01-01 01:30:00,0,1,0.0,33.0,60397.18541175184,cloud_only_batch_etl
2026-01-01 01:45:00,S0000,energy,residential,edge_residential,1,75.38319926377743,94.89816717116068,0,0,74.88368186229414,6.5288148633671765,0.07650964768145059,105,0,2026-01-01 01:45:00,0,1,0.0,33.0,900423.0981671711,cloud_only_batch_etl
2026-01-01 01:46:00,S0000,energy,residential,edge_residential,1,72.90065187303772,72.03692694617116,0,0,74.7435951145493,6.557659333941884,-0.281036703284655,106,0,2026-01-01 01:45:00,0,1,0.0,33.0,840400.2369269461,cloud_only_batch_etl
2026-01-01 01:47:00,S0000,energy,residential,edge_residential,1,66.18535976959714,71.17696975979885,0,0,74.57319762307034,6.774119184927198,-1.2382180452210778,107,0,2026-01-01 01:45:00,0,1,0.0,33.0,780399.3769697597,cloud_only_batch_etl
2026-01-01 01:48:00,S0000,energy,residential,edge_residential,1,81.21941775164358,55.95678626341839,0,0,75.55720709082301,6.970468481156121,0.8123141025332241,108,0,2026-01-01 01:45:00,0,1,0.0,33.0,720384.1567862633,cloud_only_batch_etl
